word,rating,count
instantly,4.846,13
planning,4.846,26
smoothly,4.846,13
trust,4.846,52
yummmm,4.846,13
earth,4.844,32
ive,4.842,19
satisfy,4.842,19
streets,4.842,19
weight,4.842,19
buds,4.84,25
disappoints,4.84,25
fruits,4.84,25
north,4.84,25
fave,4.839,31
7pm,4.833,6
admire,4.833,6
awe,4.833,6
bathroom,4.833,6
beer,4.833,6
biz,4.833,6
blow,4.833,12
bravo,4.833,6
buns,4.833,6
catching,4.833,6
childhood,4.833,12
chris,4.833,6
circles,4.833,6
closest,4.833,18
contrast,4.833,6
covina,4.833,6
deciding,4.833,12
delivers,4.833,6
designs,4.833,6
devil,4.833,6
drawback,4.833,12
entrees,4.833,6
er,4.833,6
exaggerating,4.833,6
flew,4.833,12
foil,4.833,6
friendliness,4.833,6
gatherings,4.833,6
gifts,4.833,12
grateful,4.833,6
greatness,4.833,6
guayaba,4.833,6
hmm,4.833,6
indulgence,4.833,6
island,4.833,6
justice,4.833,6
lent,4.833,6
lit,4.833,6
meaty,4.833,24
noho,4.833,6
outta,4.833,6
pairs,4.833,6
physically,4.833,6
picnic,4.833,6
rain,4.833,6
randomly,4.833,6
raspberries,4.833,6
relative,4.833,6
rough,4.833,6
rum,4.833,12
sellers,4.833,6
set,4.833,36
shakes,4.833,12
sisters,4.833,6
southwest,4.833,18
specially,4.833,6
specialties,4.833,6
ta,4.833,6
textures,4.833,6
thoroughly,4.833,6
trips,4.833,12
wonka,4.833,6
intimidated,4.829,35
introduced,4.828,29
phenomenal,4.828,29
secret,4.826,23
monday,4.824,17
depending,4.821,28
discouraged,4.821,28
heavenly,4.821,56
staple,4.821,28
belly,4.818,11
boys,4.818,11
choosing,4.818,11
croquets,4.818,11
freakin,4.818,22
guac,4.818,11
keeping,4.818,22
olive,4.818,11
parents,4.818,22
perfection,4.818,66
preparada,4.818,44
science,4.818,11
studios,4.818,22
stuffing,4.818,11
thinly,4.818,11
worthy,4.818,11
town,4.816,141
words,4.816,76
homemade,4.813,16
plane,4.813,16
reheat,4.813,16
speedy,4.813,16
staffed,4.813,16
bacon,4.811,37
wide,4.811,37
holy,4.81,42
lemon,4.81,42
summer,4.81,21
rellenitos,4.808,26
pleasure,4.806,31
200,4.8,5
27,4.8,5
accident,4.8,5
accurate,4.8,5
addicted,4.8,25
affair,4.8,5
ages,4.8,5
america,4.8,10
amusement,4.8,5
angels,4.8,5
anywho,4.8,5
bitch,4.8,5
blah,4.8,5
blowing,4.8,10
breeze,4.8,5
brisk,4.8,5
catered,4.8,15
charm,4.8,5
computer,4.8,5
confections,4.8,5
cotija,4.8,5
croqueta,4.8,5
curse,4.8,5
delight,4.8,20
description,4.8,10
detour,4.8,10
diabetes,4.8,5
disappear,4.8,5
doesnt,4.8,5
drenched,4.8,5
dying,4.8,5
emphasize,4.8,5
exact,4.8,10
exquisite,4.8,5
extended,4.8,5
extras,4.8,5
falls,4.8,5
florida,4.8,15
freeway,4.8,5
garcia,4.8,5
gobbled,4.8,5
helper,4.8,5
humongous,4.8,5
jumped,4.8,5
killed,4.8,5
kudos,4.8,5
lbs,4.8,5
limit,4.8,5
madness,4.8,10
magic,4.8,15
monthly,4.8,5
munch,4.8,5
names,4.8,5
niece,4.8,5
opens,4.8,5
pastrys,4.8,5
peak,4.8,45
pleaser,4.8,5
poppy,4.8,5
pride,4.8,5
romantic,4.8,5
rounded,4.8,5
sacramento,4.8,10
sd,4.8,10
separated,4.8,5
sf,4.8,25
sharing,4.8,10
shortest,4.8,5
socks,4.8,5
suckers,4.8,5
supper,4.8,5
swiftly,4.8,5
tends,4.8,10
toaster,4.8,10
trek,4.8,5
tummy,4.8,20
unexpected,4.8,5
unreal,4.8,5
vibes,4.8,5
visitor,4.8,5
waist,4.8,5
walls,4.8,5
waters,4.8,5
wednesday,4.8,10
willy,4.8,5
favorites,4.799,204
watering,4.794,34
anytime,4.793,29
combination,4.793,29
heaven,4.793,174
hubby,4.793,29
crack,4.792,24
decadent,4.792,24
smell,4.792,24
convenient,4.789,19
nicely,4.789,19
sandwhiches,4.789,19
midnight,4.787,47
appetite,4.786,14
cortadito,4.786,14
drooling,4.786,14
obsessed,4.786,14
ride,4.786,28
squeezed,4.786,84
yea,4.786,14
reasonably,4.784,74
lovers,4.783,23
mmmm,4.783,23
reasons,4.783,23
scrumptious,4.781,32
god,4.779,86
sooo,4.779,68
9am,4.778,9
adds,4.778,9
angeles,4.778,72
cater,4.778,18
cleanliness,4.778,9
county,4.778,27
created,4.778,9
delicacies,4.778,9
desire,4.778,9
determined,4.778,9
fails,4.778,9
fighting,4.778,9
gourmet,4.778,9
host,4.778,9
importantly,4.778,9
infamous,4.778,27
practically,4.778,18
raved,4.778,18
rustic,4.778,9
savor,4.778,9
sinfully,4.778,9
lucky,4.776,67
amazingly,4.774,62
delectable,4.774,53
faves,4.774,31
extensive,4.773,22
mojo,4.773,22
best,4.772,1104
south,4.771,35
drop,4.769,26
fries,4.769,13
gold,4.769,13
stayed,4.769,13
sun,4.769,13
shared,4.767,30
hits,4.765,17
hooked,4.765,34
mmmmm,4.762,21
omg,4.762,126
reading,4.762,42
efficiently,4.76,25
intimidating,4.76,25
los,4.76,75
mouth,4.76,196
oc,4.76,25
amazing,4.759,1263
mile,4.759,29
soooo,4.758,66
lived,4.756,82
everytime,4.755,53
blended,4.754,57
share,4.754,61
die,4.753,219
orange,4.753,150
socal,4.753,146
medianoche,4.752,141
1500,4.75,4
28,4.75,4
3x,4.75,4
abundant,4.75,4
accessible,4.75,4
albeit,4.75,4
alley,4.75,4
annual,4.75,4
anxiously,4.75,4
appetizer,4.75,12
appreciated,4.75,8
armenian,4.75,8
assure,4.75,4
atleast,4.75,4
az,4.75,4
background,4.75,4
beverly,4.75,4
bike,4.75,4
bits,4.75,16
blessing,4.75,4
boulevard,4.75,4
brothers,4.75,4
buys,4.75,4
cal,4.75,52
carrying,4.75,4
category,4.75,4
celebrate,4.75,8
cheescake,4.75,4
choco,4.75,4
colored,4.75,4
comfort,4.75,8
common,4.75,4
complements,4.75,4
confident,4.75,4
continues,4.75,4
cough,4.75,8
crazier,4.75,4
crossaints,4.75,4
crusts,4.75,4
cultures,4.75,4
curb,4.75,4
dangerously,4.75,4
delightful,4.75,40
delis,4.75,4
desires,4.75,4
destination,4.75,12
dined,4.75,4
dislike,4.75,20
downtown,4.75,8
drier,4.75,4
dug,4.75,4
effective,4.75,4
elaborate,4.75,4
ending,4.75,8
expanding,4.75,4
explosion,4.75,8
fashion,4.75,4
feeding,4.75,4
feeds,4.75,4
fiance,4.75,8
flake,4.75,4
flippin,4.75,4
flock,4.75,4
fret,4.75,4
frying,4.75,4
gained,4.75,8
gems,4.75,4
gooood,4.75,8
gosh,4.75,12
gushing,4.75,4
hawaiian,4.75,4
healthiest,4.75,4
herbs,4.75,4
hide,4.75,4
hills,4.75,8
hitting,4.75,4
humanly,4.75,4
illegal,4.75,4
impersonal,4.75,4
impromptu,4.75,4
includes,4.75,8
inhaled,4.75,4
initial,4.75,4
insist,4.75,4
invention,4.75,4
jealous,4.75,8
jelly,4.75,8
junk,4.75,4
kicks,4.75,4
killing,4.75,4
knees,4.75,4
kola,4.75,4
laws,4.75,4
lifetime,4.75,4
lighter,4.75,4
loads,4.75,4
loose,4.75,4
machaca,4.75,4
managed,4.75,32
marquitas,4.75,4
maze,4.75,4
mediterranean,4.75,4
memories,4.75,12
mental,4.75,4
mere,4.75,4
meter,4.75,4
michael,4.75,4
mmmmmmm,4.75,4
mob,4.75,4
moderately,4.75,4
mushroom,4.75,4
muy,4.75,4
myriad,4.75,4
narrow,4.75,4
ness,4.75,4
occasionally,4.75,8
omelet,4.75,20
omfg,4.75,4
oooo,4.75,4
overs,4.75,4
patiently,4.75,4
plaintain,4.75,24
preferably,4.75,4
pro,4.75,4
promise,4.75,12
pushed,4.75,4
ranging,4.75,4
ratio,4.75,20
recall,4.75,4
regretted,4.75,4
regulars,4.75,8
rellenito,4.75,8
reserved,4.75,4
roommates,4.75,4
roomy,4.75,4
runny,4.75,4
sake,4.75,8
sandwiched,4.75,4
sanwich,4.75,4
satisfaction,4.75,4
saved,4.75,8
scones,4.75,4
sgv,4.75,4
shall,4.75,8
sheer,4.75,12
shelf,4.75,4
ship,4.75,4
shoot,4.75,4
shoulder,4.75,4
siblings,4.75,4
sin,4.75,4
sinful,4.75,4
spiced,4.75,12
spoil,4.75,4
spotted,4.75,4
steer,4.75,4
stops,4.75,8
suspects,4.75,4
sweetened,4.75,8
testament,4.75,4
thoughts,4.75,4
timer,4.75,8
unparalleled,4.75,4
useful,4.75,4
valerie,4.75,4
varied,4.75,4
vast,4.75,8
vintage,4.75,4
wee,4.75,4
welcomed,4.75,4
boyfriend,4.747,91
incredible,4.747,87
freshly,4.746,67
parisian,4.746,63
reminds,4.744,39
desert,4.743,35
espresso,4.743,35
melts,4.742,31
beautifully,4.741,27
birthdays,4.741,27
love,4.741,1777
moves,4.741,259
noche,4.741,58
selections,4.741,27
pickles,4.74,50
awesome,4.739,380
delish,4.739,69
kinds,4.739,23
pricing,4.739,23
smooth,4.739,23
tender,4.739,46
addicting,4.738,42
highly,4.738,183
swiss,4.738,42
universal,4.737,19
samples,4.736,72
affordable,4.735,151
mmm,4.735,34
shake,4.735,34
cars,4.733,15
cheesecakes,4.733,15
lightly,4.733,30
favorite,4.732,590
tooth,4.732,56
perfectly,4.73,100
flan,4.729,59
ah,4.727,22
cares,4.727,11
country,4.727,22
crusty,4.727,11
deter,4.727,11
eater,4.727,11
fabulous,4.727,44
gathering,4.727,11
hella,4.727,11
lattes,4.727,11
lover,4.727,22
oven,4.727,44
packets,4.727,11
platters,4.727,11
pleasant,4.727,33
ps,4.727,11
remembered,4.727,11
salted,4.727,11
sections,4.727,11
yum,4.727,198
frequent,4.724,29
disappoint,4.723,47
gotta,4.722,54
juice,4.722,115
mission,4.722,18
norcal,4.722,54
reviewed,4.722,18
delicious,4.721,1504
regret,4.72,50
recommend,4.719,377
bomb,4.717,120
live,4.717,247
muffin,4.717,60
advice,4.714,14
age,4.714,7
aroma,4.714,7
bargain,4.714,7
beach,4.714,14
biting,4.714,7
bran,4.714,7
buddy,4.714,7
bursting,4.714,7
cheeserolls,4.714,14
club,4.714,7
coated,4.714,7
complement,4.714,7
cray,4.714,7
cross,4.714,7
cuisine,4.714,7
daily,4.714,35
donut,4.714,7
encounter,4.714,7
fans,4.714,7
favs,4.714,21
fills,4.714,7
flour,4.714,7
freshest,4.714,7
galore,4.714,7
generous,4.714,14
gift,4.714,14
girlfriend,4.714,14
greens,4.714,7
greeting,4.714,7
hesitate,4.714,7
highlight,4.714,7
las,4.714,7
memory,4.714,14
milanesa,4.714,7
mmmmmm,4.714,7
mousses,4.714,7
news,4.714,7
nut,4.714,14
oatmeal,4.714,7
oozing,4.714,7
opposite,4.714,7
overnight,4.714,7
overpowering,4.714,7
pair,4.714,7
period,4.714,14
portland,4.714,7
puffs,4.714,21
redundant,4.714,7
roughly,4.714,7
search,4.714,7
shortbread,4.714,14
slight,4.714,21
stocked,4.714,7
streusel,4.714,7
temptation,4.714,7
triple,4.714,49
uses,4.714,7
west,4.714,28
worried,4.714,7
absolute,4.712,52
rolls,4.712,1758
continue,4.71,31
haven,4.71,221
bet,4.708,24
deliciousness,4.708,48
inexpensive,4.708,72
thank,4.707,99
consistent,4.706,34
covered,4.706,34
excellent,4.706,194
fantastic,4.706,180
row,4.706,17
scared,4.706,17
speaks,4.706,17
spices,4.706,17
thanksgiving,4.706,17
trip,4.706,204
media,4.705,61
parties,4.705,78
chai,4.702,47
amazeballs,4.7,10
avocado,4.7,30
beautiful,4.7,120
blueberries,4.7,10
carb,4.7,20
corn,4.7,10
cuba,4.7,20
discovered,4.7,30
experiences,4.7,10
gorgeous,4.7,30
helpful,4.7,150
joy,4.7,10
noon,4.7,10
parked,4.7,10
potatoe,4.7,50
raisin,4.7,10
southwestern,4.7,10
superb,4.7,20
thousand,4.7,10
tiny,4.7,40
typically,4.7,10
75,4.697,33
million,4.697,33
prices,4.697,522
reasonable,4.697,185
form,4.696,23
kisses,4.696,161
mini,4.696,46
velvet,4.695,190
downside,4.694,49
la,4.694,421
omelette,4.694,36
valley,4.694,72
visit,4.694,343
wonderful,4.694,147
23,4.692,13
fool,4.692,13
growing,4.692,13
kiss,4.692,52
listed,4.692,13
lord,4.692,13
panini,4.692,13
weather,4.692,13
westside,4.692,13
wonderfully,4.692,13
efficient,4.691,181
seriously,4.691,175
treats,4.691,149
ice,4.69,42
patient,4.69,71
personal,4.689,61
killer,4.688,16
marinated,4.688,16
papas,4.688,16
snack,4.688,48
goodies,4.687,195
pies,4.687,364
oh,4.686,363
visiting,4.686,102
dulce,4.685,305
single,4.685,92
classic,4.684,19
combo,4.684,19
deliver,4.684,19
deserts,4.684,57
headed,4.684,19
fresh,4.683,597
miami,4.683,63
papa,4.683,41
buttery,4.682,88
green,4.682,44
possibly,4.682,22
torta,4.682,157
traditional,4.682,22
stop,4.681,401
friendly,4.68,338
outdoor,4.68,25
absolutely,4.679,221
equally,4.679,28
fast,4.679,629
imagine,4.679,53
round,4.679,28
tamales,4.679,53
toasted,4.679,28
diego,4.677,31
gives,4.676,37
tapatio,4.676,34
lives,4.674,46
puff,4.673,52
quick,4.673,300
beat,4.671,73
worth,4.671,890
cupcakes,4.67,91
melt,4.67,94
croissants,4.669,172
grab,4.669,124
smoothie,4.669,293
101,4.667,3
15mins,4.667,3
1960,4.667,3
300,4.667,6
32,4.667,3
39,4.667,3
3pm,4.667,6
4pm,4.667,3
60,4.667,15
900,4.667,3
abundance,4.667,3
action,4.667,3
afford,4.667,6
aftertaste,4.667,3
ahhhh,4.667,3
alcoholic,4.667,3
almonds,4.667,3
anaheim,4.667,3
anthony,4.667,6
appear,4.667,9
appearance,4.667,3
arrives,4.667,6
asada,4.667,6
await,4.667,3
awaiting,4.667,3
awake,4.667,3
awards,4.667,3
baker,4.667,3
ballsthe,4.667,3
bar,4.667,39
baristas,4.667,3
bavarian,4.667,3
becuase,4.667,3
beefy,4.667,3
began,4.667,3
begging,4.667,3
believer,4.667,6
benefit,4.667,3
biased,4.667,3
blackberries,4.667,3
blend,4.667,15
bloated,4.667,3
brain,4.667,3
breads,4.667,75
breaks,4.667,3
bride,4.667,3
brien,4.667,6
brighter,4.667,3
browned,4.667,3
cali,4.667,12
calm,4.667,9
candle,4.667,3
cappucino,4.667,6
castro,4.667,3
ceasar,4.667,3
checkered,4.667,3
chefs,4.667,3
cherry,4.667,33
chipotle,4.667,6
circled,4.667,3
cking,4.667,3
clothes,4.667,6
colors,4.667,3
combine,4.667,3
commercial,4.667,3
complementary,4.667,3
concur,4.667,3
consist,4.667,3
constantly,4.667,30
convince,4.667,3
couch,4.667,3
coveted,4.667,3
cranberry,4.667,3
creative,4.667,6
crossaint,4.667,6
crumbs,4.667,15
cubanos,4.667,9
dairy,4.667,3
dammit,4.667,3
dangerous,4.667,9
death,4.667,6
decadence,4.667,3
decisions,4.667,6
delightfully,4.667,6
depth,4.667,3
deserving,4.667,3
devouring,4.667,6
diced,4.667,6
diet,4.667,51
digging,4.667,3
disliked,4.667,3
diversity,4.667,3
dream,4.667,30
dreams,4.667,9
driver,4.667,6
drizzle,4.667,3
dulche,4.667,9
dz,4.667,6
earn,4.667,3
edge,4.667,3
elegant,4.667,6
enveloped,4.667,3
epitome,4.667,3
